Order ID,Customer ID,Customer Name,Product ID,Product Name,Postal Code,City,State,Order Date, Total Amount ,Quantity,Discount,Ship Date,Category,Sub-Category,Ship Mode,Segment,Region,Regional Manager,Regional Manager Email, Total Amount After the Discount 
CA-2014-105893,PK-19075,Pete Kriz,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",53711,Madison , Wisconsin,11/11/2014, $665.88 ,6,0.00%,11/18/2014,Office Supplies,Storage,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $665.88 
CA-2014-167164,AG-10270,Alejandro Grove,OFF-ST-10000107,Fellowes Super Stor/Drawer,84084,West Jordan , Utah,5/13/2014, $55.50 ,2,0.00%,5/15/2014,Office Supplies,Storage,Second Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $55.50 
CA-2014-143336,ZD-21925,Zuschuss Donatelli,OFF-AR-10003056,Newell 341,94109,San Francisco , California,8/27/2014, $8.56 ,2,0.00%,9/1/2014,Office Supplies,Art,Second Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $8.56 
CA-2014-143336,ZD-21925,Zuschuss Donatelli,TEC-PH-10001949,Cisco SPA 501G IP Phone,94109,San Francisco , California,8/27/2014, $213.48 ,3,20.00%,9/1/2014,Technology,Phones,Second Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $170.78 
CA-2014-143336,ZD-21925,Zuschuss Donatelli,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",94109,San Francisco , California,8/27/2014, $22.72 ,4,20.00%,9/1/2014,Office Supplies,Binders,Second Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $18.18 
CA-2016-137330,KB-16585,Ken Black,OFF-AR-10000246,Newell 318,68025,Fremont , Nebraska,12/9/2016, $19.46 ,7,0.00%,12/13/2016,Office Supplies,Art,Standard Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $19.46 
CA-2016-137330,KB-16585,Ken Black,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",68025,Fremont , Nebraska,12/9/2016, $60.34 ,7,0.00%,12/13/2016,Office Supplies,Appliances,Standard Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $60.34 
US-2017-156909,SF-20065,Sandra Flanagan,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",19140,Philadelphia , Pennsylvania,7/16/2017, $71.37 ,2,30.00%,7/18/2017,Furniture,Chairs,Second Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $49.96 
CA-2015-106320,EB-13870,Emily Burns,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,84057,Orem , Utah,9/25/2015," $1,044.63 ",3,0.00%,9/30/2015,Furniture,Tables,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com," $1,044.63 "
CA-2016-121755,EH-13945,Eric Hoffmann,OFF-BI-10001634,Wilson Jones Active Use Binders,90049,Los Angeles , California,1/16/2016, $11.65 ,2,20.00%,1/20/2016,Office Supplies,Binders,Second Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $9.32 
CA-2016-121755,EH-13945,Eric Hoffmann,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90049,Los Angeles , California,1/16/2016, $90.57 ,3,0.00%,1/20/2016,Technology,Accessories,Second Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $90.57 
US-2015-150630,TB-21520,Tracy Blumstein,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",19140,Philadelphia , Pennsylvania,9/17/2015," $3,083.43 ",7,50.00%,9/21/2015,Furniture,Bookcases,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com," $1,541.72 "
US-2015-150630,TB-21520,Tracy Blumstein,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,19140,Philadelphia , Pennsylvania,9/17/2015, $9.62 ,2,70.00%,9/21/2015,Office Supplies,Binders,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $2.89 
US-2015-150630,TB-21520,Tracy Blumstein,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",19140,Philadelphia , Pennsylvania,9/17/2015, $124.20 ,3,0.00%,9/21/2015,Furniture,Furnishings,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $124.20 
US-2015-150630,TB-21520,Tracy Blumstein,OFF-EN-10001509,Poly String Tie Envelopes,19140,Philadelphia , Pennsylvania,9/17/2015, $3.26 ,2,20.00%,9/21/2015,Office Supplies,Envelopes,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $2.61 
US-2015-150630,TB-21520,Tracy Blumstein,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",19140,Philadelphia , Pennsylvania,9/17/2015, $86.30 ,6,20.00%,9/21/2015,Office Supplies,Art,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $69.04 
US-2015-150630,TB-21520,Tracy Blumstein,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",19140,Philadelphia , Pennsylvania,9/17/2015, $6.86 ,6,70.00%,9/21/2015,Office Supplies,Binders,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $2.06 
US-2015-150630,TB-21520,Tracy Blumstein,OFF-AR-10001683,Lumber Crayons,19140,Philadelphia , Pennsylvania,9/17/2015, $15.76 ,2,20.00%,9/21/2015,Office Supplies,Art,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $12.61 
CA-2017-107727,MA-17560,Matt Abelman,OFF-PA-10000249,Easy-staple paper,77095,Houston , Texas,10/19/2017, $29.47 ,3,20.00%,10/23/2017,Office Supplies,Paper,Second Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $23.58 
CA-2016-117590,GH-14485,Gene Hale,TEC-PH-10004977,GE 30524EE4,75080,Richardson , Texas,12/8/2016," $1,097.54 ",7,20.00%,12/10/2016,Technology,Phones,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $878.04 
CA-2016-117590,GH-14485,Gene Hale,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",75080,Richardson , Texas,12/8/2016, $190.92 ,5,60.00%,12/10/2016,Furniture,Furnishings,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $76.37 
CA-2015-117415,SN-20710,Steve Nguyen,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",77041,Houston , Texas,12/27/2015, $113.33 ,9,20.00%,12/31/2015,Office Supplies,Envelopes,Standard Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $90.66 
CA-2015-117415,SN-20710,Steve Nguyen,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",77041,Houston , Texas,12/27/2015, $532.40 ,3,32.00%,12/31/2015,Furniture,Bookcases,Standard Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $362.03 
CA-2015-117415,SN-20710,Steve Nguyen,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",77041,Houston , Texas,12/27/2015, $212.06 ,3,30.00%,12/31/2015,Furniture,Chairs,Standard Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $148.44 
CA-2015-117415,SN-20710,Steve Nguyen,TEC-PH-10000486,Plantronics HL10 Handset Lifter,77041,Houston , Texas,12/27/2015, $371.17 ,4,20.00%,12/31/2015,Technology,Phones,Standard Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $296.93 
CA-2017-120999,LC-16930,Linda Cazamias,TEC-PH-10004093,Panasonic Kx-TS550,60540,Naperville , Illinois,9/10/2017, $147.17 ,4,20.00%,9/15/2017,Technology,Phones,Standard Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $117.73 
CA-2016-101343,RA-19885,Ruben Ausman,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",90049,Los Angeles , California,7/17/2016, $77.88 ,2,0.00%,7/22/2016,Office Supplies,Storage,Standard Class,CORPORATE,West,Diana Prince,dprince@superstore.com, $77.88 
CA-2017-139619,ES-14080,Erin Smith,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",32935,Melbourne , Florida,9/19/2017, $95.62 ,2,20.00%,9/23/2017,Office Supplies,Storage,Standard Class,CORPORATE,South,Charlie Brown,cbrown@superstore.com, $76.49 
CA-2016-118255,ON-18715,Odella Nelson,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55122,Eagan , Minnesota,3/11/2016, $45.98 ,2,0.00%,3/13/2016,Technology,Accessories,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $45.98 
CA-2016-118255,ON-18715,Odella Nelson,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,55122,Eagan , Minnesota,3/11/2016, $17.46 ,2,0.00%,3/13/2016,Office Supplies,Binders,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $17.46 
CA-2014-146703,PO-18865,Patrick O'Donnell,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",48185,Westland , Michigan,10/20/2014, $211.96 ,4,0.00%,10/25/2014,Office Supplies,Storage,Second Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $211.96 
CA-2016-169194,LH-16900,Lena Hernandez,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,19901,Dover , Delaware,6/20/2016, $45.00 ,3,0.00%,6/25/2016,Technology,Accessories,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $45.00 
CA-2016-169194,LH-16900,Lena Hernandez,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",19901,Dover , Delaware,6/20/2016, $21.80 ,2,0.00%,6/25/2016,Technology,Phones,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $21.80 
CA-2015-115742,DP-13000,Darren Powers,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",47150,New Albany , Indiana,4/18/2015, $38.22 ,6,0.00%,4/22/2015,Office Supplies,Binders,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $38.22 
CA-2015-115742,DP-13000,Darren Powers,OFF-LA-10002762,Avery 485,47150,New Albany , Indiana,4/18/2015, $75.18 ,6,0.00%,4/22/2015,Office Supplies,Labels,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $75.18 
CA-2015-115742,DP-13000,Darren Powers,FUR-FU-10001706,Longer-Life Soft White Bulbs,47150,New Albany , Indiana,4/18/2015, $6.16 ,2,0.00%,4/22/2015,Furniture,Furnishings,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $6.16 
CA-2015-115742,DP-13000,Darren Powers,FUR-CH-10003061,"Global Leather Task Chair, Black",47150,New Albany , Indiana,4/18/2015, $89.99 ,1,0.00%,4/22/2015,Furniture,Chairs,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $89.99 
CA-2016-105816,JM-15265,Janet Molinari,OFF-FA-10000304,Advantus Push Pins,10024,New York City , New York,12/11/2016, $15.26 ,7,0.00%,12/17/2016,Office Supplies,Fasteners,Standard Class,CORPORATE,East,Bob Johnson,bjohnson@superstore.com, $15.26 
CA-2016-105816,JM-15265,Janet Molinari,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,10024,New York City , New York,12/11/2016," $1,029.95 ",5,0.00%,12/17/2016,Technology,Phones,Standard Class,CORPORATE,East,Bob Johnson,bjohnson@superstore.com," $1,029.95 "
CA-2016-111682,TB-21055,Ted Butterfield,OFF-ST-10000604,Home/Office Personal File Carts,12180,Troy , New York,6/17/2016, $208.56 ,6,0.00%,6/18/2016,Office Supplies,Storage,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $208.56 
CA-2016-111682,TB-21055,Ted Butterfield,OFF-PA-10001569,Xerox 232,12180,Troy , New York,6/17/2016, $32.40 ,5,0.00%,6/18/2016,Office Supplies,Paper,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $32.40 
CA-2016-111682,TB-21055,Ted Butterfield,FUR-CH-10003968,Novimex Turbo Task Chair,12180,Troy , New York,6/17/2016, $319.41 ,5,10.00%,6/18/2016,Furniture,Chairs,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $287.47 
CA-2016-111682,TB-21055,Ted Butterfield,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",12180,Troy , New York,6/17/2016, $14.56 ,2,0.00%,6/18/2016,Office Supplies,Paper,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $14.56 
CA-2016-111682,TB-21055,Ted Butterfield,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,12180,Troy , New York,6/17/2016, $30.00 ,2,0.00%,6/18/2016,Technology,Accessories,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $30.00 
CA-2016-111682,TB-21055,Ted Butterfield,OFF-BI-10001460,Plastic Binding Combs,12180,Troy , New York,6/17/2016, $48.48 ,4,20.00%,6/18/2016,Office Supplies,Binders,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $38.78 
CA-2016-111682,TB-21055,Ted Butterfield,OFF-AR-10001868,Prang Dustless Chalk Sticks,12180,Troy , New York,6/17/2016, $1.68 ,1,0.00%,6/18/2016,Office Supplies,Art,First Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $1.68 
CA-2015-135545,KM-16720,Kunst Miller,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",90004,Los Angeles , California,11/24/2015, $13.98 ,2,0.00%,11/30/2015,Technology,Accessories,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $13.98 
CA-2015-135545,KM-16720,Kunst Miller,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",90004,Los Angeles , California,11/24/2015, $25.82 ,6,20.00%,11/30/2015,Office Supplies,Binders,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $20.66 
CA-2015-135545,KM-16720,Kunst Miller,OFF-PA-10003892,Xerox 1943,90004,Los Angeles , California,11/24/2015, $146.73 ,3,0.00%,11/30/2015,Office Supplies,Paper,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $146.73 
CA-2015-135545,KM-16720,Kunst Miller,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,90004,Los Angeles , California,11/24/2015, $79.76 ,4,0.00%,11/30/2015,Furniture,Furnishings,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $79.76 
US-2015-164175,PS-18970,Paul Stevenson,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",60610,Chicago , Illinois,4/30/2015, $213.12 ,5,30.00%,5/5/2015,Furniture,Chairs,Standard Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $149.18 
CA-2014-106376,BS-11590,Brendan Sweed,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",85234,Gilbert , Arizona,12/5/2014," $1,113.02 ",8,20.00%,12/10/2014,Office Supplies,Art,Standard Class,CORPORATE,West,Diana Prince,dprince@superstore.com, $890.42 
CA-2014-106376,BS-11590,Brendan Sweed,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,85234,Gilbert , Arizona,12/5/2014, $167.97 ,4,20.00%,12/10/2014,Technology,Phones,Standard Class,CORPORATE,West,Diana Prince,dprince@superstore.com, $134.37 
CA-2016-119823,KD-16270,Karen Daniels,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",22153,Springfield , Virginia,6/4/2016, $75.88 ,2,0.00%,6/6/2016,Office Supplies,Paper,First Class,CONSUMER,South,Charlie Brown,cbrown@superstore.com, $75.88 
CA-2016-106075,HM-14980,Henry MacAllister,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,10009,New York City , New York,9/18/2016, $4.62 ,1,20.00%,9/23/2016,Office Supplies,Binders,Standard Class,CONSUMER,East,Bob Johnson,bjohnson@superstore.com, $3.69 
CA-2017-114440,TB-21520,Tracy Blumstein,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",49201,Jackson , Michigan,9/14/2017, $19.05 ,3,0.00%,9/17/2017,Office Supplies,Paper,Second Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $19.05 
US-2015-134026,JE-15745,Joel Eaton,FUR-CH-10000513,High-Back Leather Manager's Chair,38109,Memphis , Tennessee,4/26/2015, $831.94 ,8,20.00%,5/2/2015,Furniture,Chairs,Standard Class,CONSUMER,South,Charlie Brown,cbrown@superstore.com, $665.55 
US-2015-134026,JE-15745,Joel Eaton,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",38109,Memphis , Tennessee,4/26/2015, $97.04 ,2,20.00%,5/2/2015,Furniture,Furnishings,Standard Class,CONSUMER,South,Charlie Brown,cbrown@superstore.com, $77.63 
US-2015-134026,JE-15745,Joel Eaton,OFF-ST-10004123,Safco Industrial Wire Shelving System,38109,Memphis , Tennessee,4/26/2015, $72.78 ,1,20.00%,5/2/2015,Office Supplies,Storage,Standard Class,CONSUMER,South,Charlie Brown,cbrown@superstore.com, $58.23 
US-2017-118038,KB-16600,Ken Brennan,OFF-BI-10004182,Economy Binders,77041,Houston , Texas,12/9/2017, $1.25 ,3,80.00%,12/11/2017,Office Supplies,Binders,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $0.25 
US-2017-118038,KB-16600,Ken Brennan,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",77041,Houston , Texas,12/9/2017, $9.71 ,3,60.00%,12/11/2017,Furniture,Furnishings,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $3.88 
US-2017-118038,KB-16600,Ken Brennan,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",77041,Houston , Texas,12/9/2017, $27.24 ,3,20.00%,12/11/2017,Office Supplies,Storage,First Class,CORPORATE,Central,Alice Smith,asmith@superstore.com, $21.79 
US-2014-147606,JE-15745,Joel Eaton,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",77070,Houston , Texas,11/26/2014, $19.30 ,5,60.00%,12/1/2014,Furniture,Furnishings,Second Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $7.72 
CA-2016-127208,SC-20770,Stewart Carmichael,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",35601,Decatur , Alabama,6/12/2016, $208.16 ,1,0.00%,6/15/2016,Office Supplies,Appliances,First Class,CORPORATE,South,Charlie Brown,cbrown@superstore.com, $208.16 
CA-2016-127208,SC-20770,Stewart Carmichael,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,35601,Decatur , Alabama,6/12/2016, $16.74 ,3,0.00%,6/15/2016,Office Supplies,Binders,First Class,CORPORATE,South,Charlie Brown,cbrown@superstore.com, $16.74 
CA-2014-139451,DN-13690,Duane Noonan,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",94122,San Francisco , California,10/12/2014, $14.90 ,5,0.00%,10/16/2014,Office Supplies,Art,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $14.90 
CA-2014-139451,DN-13690,Duane Noonan,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",94122,San Francisco , California,10/12/2014, $21.39 ,1,0.00%,10/16/2014,Office Supplies,Storage,Standard Class,CONSUMER,West,Diana Prince,dprince@superstore.com, $21.39 
CA-2015-149734,JC-16105,Julie Creighton,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,27707,Durham , North Carolina,9/3/2015, $200.98 ,7,20.00%,9/8/2015,Office Supplies,Envelopes,Standard Class,CORPORATE,South,Charlie Brown,cbrown@superstore.com, $160.79 
US-2017-119662,CS-12400,Christopher Schild,OFF-ST-10003656,Safco Industrial Wire Shelving,60623,Chicago , Illinois,11/13/2017, $230.38 ,3,20.00%,11/16/2017,Office Supplies,Storage,First Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $184.30 
CA-2017-140088,PO-18865,Patrick O'Donnell,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,29203,Columbia , South Carolina,5/28/2017, $301.96 ,2,0.00%,5/30/2017,Furniture,Chairs,Second Class,CONSUMER,South,Charlie Brown,cbrown@superstore.com, $301.96 
CA-2017-155558,PG-18895,Paul Gonzalez,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,55901,Rochester , Minnesota,10/26/2017, $19.99 ,1,0.00%,11/2/2017,Technology,Accessories,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $19.99 
CA-2017-155558,PG-18895,Paul Gonzalez,OFF-LA-10000134,Avery 511,55901,Rochester , Minnesota,10/26/2017, $6.16 ,2,0.00%,11/2/2017,Office Supplies,Labels,Standard Class,CONSUMER,Central,Alice Smith,asmith@superstore.com, $6.16 
CA-2016-159695,GM-14455,Gary Mitchum,OFF-ST-10003442,Eldon Portable Mobile Manager,77095,Houston , Texas,4/5/2016, $158.37 ,7,20.00%,4/10/2016,Office Supplies,Storage,Second Class,HOME OFFICE,Central,Alice Smith,asmith@superstore.com, $126.69 
CA-2016-109806,JS-15685,Jim Sink,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,90036,Los Angeles , California,9/17/2016, $20.10 ,3,0.00%,9/22/2016,Office Supplies,Art,Standard Class,CORPORATE,West,Diana Prince,dprince@superstore.com, $20.10 
CA-2016-109806,JS-15685,Jim Sink,TEC-PH-10004093,Panasonic Kx-TS550,90036,Los Angeles , California,9/17/2016, $73.58 ,2,20.00%,9/22/2016,Technology,Phones,Standard Class,CORPORATE,West,Diana Prince,dprince@superstore.com, $58.87 
CA-2016-109806,JS-15685,Jim Sink,OFF-PA-10000304,Xerox 1995,90036,Los Angeles , California,9/17/2016, $6.48 ,1,0.00%,9/22/2016,Office Supplies,Paper,Standard Class,CORPORATE,West,Diana Prince,dprince@superstore.com, $6.48 
